CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,NumTechTickets,NumAdminTickets,SubscriptionTimeGroup
CUST102564,Female,No,No,Yes,48,Yes,No,No,No,No,No,Yes,No,No,One year,Yes,Mailed check,96.73,5312.36,Yes,7,3,<5 Years
CUST102565,Female,No,No,Yes,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,34.17,5220.22,Yes,8,0,<6 Years
CUST102566,Female,Yes,Yes,Yes,38,Yes,Yes,No,No,No,No,Yes,No,No,One year,No,Credit card,37.21,3052.96,No,6,3,<4 Years
CUST102567,Male,Yes,Yes,No,26,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,71.49,1452.84,Yes,8,5,<3 Years
CUST102568,Female,Yes,Yes,No,20,Yes,No,No,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,39.68,4838.65,Yes,9,1,<2 Years
CUST102569,Male,Yes,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,107.39,6632.02,No,5,1,<4 Years
CUST102570,Male,No,Yes,Yes,12,No,No,No,Yes,No,No,Yes,No,No,One year,No,Credit card,24.2,4854.47,No,3,5,<2 Years
CUST102571,Male,No,Yes,No,15,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,82.15,1672.19,No,10,5,<2 Years
CUST102572,Male,No,Yes,Yes,34,No,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,39.5,3216.76,Yes,5,3,<3 Years
CUST102573,Male,Yes,No,Yes,59,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,86.27,2823.82,No,5,0,<5 Years
CUST102574,Female,No,Yes,Yes,68,No,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,91.51,4080.6,No,5,2,<6 Years
CUST102575,Female,Yes,No,No,67,No,No,No,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer,86.78,5347.07,No,7,2,<6 Years
CUST102576,Male,No,No,No,60,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,97.15,5198.91,Yes,0,4,<6 Years
CUST102577,Male,Yes,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,58.0,1013.9,No,10,5,<4 Years
CUST102578,Female,No,Yes,No,28,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.85,5537.85,Yes,5,1,<3 Years
CUST102579,Female,Yes,Yes,Yes,9,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card,115.46,1896.81,Yes,9,4,<1 Year
CUST102580,Male,No,No,No,18,No,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card,63.5,766.5,No,3,0,<2 Years
CUST102581,Male,No,Yes,No,2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card,23.18,3706.94,Yes,3,4,<1 Year
CUST102582,Male,No,No,Yes,38,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card,42.99,2087.4,Yes,9,5,<4 Years
CUST102583,Male,Yes,No,Yes,2,Yes,No,No,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,85.54,5274.01,No,3,3,<1 Year
CUST102584,Male,Yes,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,95.19,7282.63,No,0,1,<4 Years
CUST102585,Female,Yes,No,Yes,37,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer,41.55,329.45,No,9,1,<4 Years
CUST102586,Female,Yes,No,Yes,32,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.25,839.97,No,3,2,<3 Years
CUST102587,Female,Yes,Yes,No,57,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.3,4263.39,No,6,0,<5 Years
CUST102588,Female,No,No,No,64,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,52.31,3771.28,No,7,2,<6 Years
CUST102589,Male,Yes,No,Yes,56,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,58.96,7925.16,Yes,6,2,<5 Years
CUST102590,Male,Yes,Yes,Yes,55,No,No,No,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,109.78,3572.12,No,0,2,<5 Years
CUST102591,Female,Yes,Yes,Yes,13,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card,76.56,6848.32,No,7,3,<2 Years
CUST102592,Male,Yes,Yes,No,66,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,101.61,7779.24,No,8,0,<6 Years
CUST102593,Male,No,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,103.5,6331.32,No,3,3,<3 Years
CUST102594,Female,No,No,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card,21.74,3698.25,No,6,5,<1 Year
CUST102595,Male,Yes,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,73.98,612.85,Yes,8,0,<6 Years
CUST102596,Female,Yes,No,No,48,No,No,No,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card,19.54,313.03,Yes,2,3,<5 Years
CUST102597,Male,No,Yes,Yes,65,No,No,No,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer,107.96,2814.88,No,9,3,<6 Years
CUST102598,Male,Yes,No,Yes,7,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,23.65,7709.76,No,4,2,<1 Year
CUST102599,Female,No,No,No,8,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,98.85,3701.12,No,0,5,<1 Year
CUST102600,Female,Yes,Yes,Yes,13,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,91.75,1823.44,Yes,3,4,<2 Years
CUST102601,Male,No,Yes,No,69,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,107.33,4283.54,Yes,6,0,<6 Years
CUST102602,Male,Yes,Yes,Yes,62,Yes,No,No,No,No,Yes,No,Yes,No,One year,No,Credit card,60.63,819.14,No,10,1,<6 Years
CUST102603,Female,Yes,No,Yes,32,No,Yes,No,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer,29.46,5317.37,No,8,5,<3 Years
CUST102604,Female,No,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,81.18,1987.41,No,10,3,<1 Year
CUST102605,Male,No,Yes,No,40,No,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,53.45,7250.66,Yes,10,4,<4 Years
CUST102606,Male,No,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer,66.3,5297.45,No,10,0,<3 Years
CUST102607,Female,Yes,No,No,11,No,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,45.25,5834.67,Yes,3,4,<1 Year
CUST102608,Male,Yes,No,No,42,No,No,No,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,24.43,3662.07,No,4,4,<4 Years
CUST102609,Male,Yes,No,No,12,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,26.95,7871.44,No,6,2,<2 Years
CUST102610,Female,No,No,No,9,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,26.1,5732.91,Yes,10,2,<1 Year
CUST102611,Female,No,Yes,Yes,33,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,42.72,2833.28,Yes,9,4,<3 Years
CUST102612,Male,Yes,Yes,No,30,No,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer,76.41,5896.91,Yes,1,4,<3 Years
CUST102613,Female,No,No,No,56,Yes,No,No,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,91.33,733.29,Yes,6,3,<5 Years
CUST102614,Female,Yes,No,No,62,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer,19.14,7691.21,Yes,2,0,<6 Years
CUST102615,Female,Yes,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer,107.97,6427.9,No,7,3,<6 Years
CUST102616,Male,Yes,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,98.65,2106.07,Yes,3,0,<5 Years
CUST102617,Female,No,Yes,Yes,22,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,101.18,2850.61,No,10,2,<2 Years
CUST102618,Male,No,No,Yes,14,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,25.87,3910.14,Yes,0,2,<2 Years
CUST102619,Male,No,No,Yes,2,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,24.36,4817.27,No,8,5,<1 Year
CUST102620,Male,Yes,No,Yes,63,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,105.06,5146.29,No,3,2,<6 Years
CUST102621,Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,98.16,4382.77,No,10,4,<6 Years
CUST102622,Female,Yes,No,Yes,10,Yes,No,No,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,57.32,5682.04,Yes,1,1,<1 Year
CUST102623,Male,No,Yes,Yes,71,Yes,No,No,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card,72.48,1807.22,Yes,2,0,<6 Years
CUST102624,Male,No,Yes,No,59,No,No,No,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,97.52,6611.5,Yes,10,1,<5 Years
CUST102625,Male,Yes,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer,93.0,7308.35,Yes,0,2,<2 Years
CUST102626,Female,Yes,No,Yes,6,No,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,61.79,6599.56,No,9,5,<1 Year
CUST102627,Female,Yes,No,No,52,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,77.55,7622.86,Yes,6,2,<5 Years
CUST102628,Female,No,Yes,Yes,68,No,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card,88.68,6523.42,Yes,7,5,<6 Years
CUST102629,Female,Yes,Yes,Yes,41,No,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer,29.62,1386.63,Yes,1,4,<4 Years
CUST102630,Female,No,Yes,Yes,55,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,63.33,7528.28,No,4,3,<5 Years
CUST102631,Male,Yes,No,No,39,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,90.87,3096.8,No,5,5,<4 Years
CUST102632,Male,No,No,No,17,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card,57.08,7611.3,Yes,2,2,<2 Years
CUST102633,Female,No,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,42.18,4193.38,Yes,7,4,<4 Years
CUST102634,Male,No,No,No,59,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,114.64,6018.36,Yes,3,5,<5 Years
CUST102635,Female,No,No,Yes,7,Yes,Yes,No,No,No,Yes,No,No,No,Two year,Yes,Electronic check,118.43,5097.99,Yes,2,4,<1 Year
CUST102636,Male,Yes,Yes,No,53,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card,33.08,1963.1,Yes,10,1,<5 Years
CUST102637,Male,Yes,No,Yes,71,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,103.67,5295.79,No,6,2,<6 Years
CUST102638,Male,No,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,28.75,6802.98,No,1,1,<1 Year
CUST102639,Female,No,No,Yes,19,No,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card,36.95,994.77,No,9,4,<2 Years
CUST102640,Female,No,No,No,55,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,40.42,6076.9,Yes,4,2,<5 Years
CUST102641,Male,No,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card,72.91,2352.45,Yes,1,4,<3 Years
CUST102642,Female,No,No,No,32,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,82.64,7904.24,No,1,3,<3 Years
CUST102643,Female,Yes,Yes,Yes,10,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,44.29,4806.66,No,2,0,<1 Year
CUST102644,Male,No,No,Yes,48,No,Yes,No,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,46.18,1556.45,Yes,3,1,<5 Years
CUST102645,Male,Yes,No,Yes,34,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,37.11,4869.7,Yes,6,5,<3 Years
CUST102646,Male,Yes,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,112.86,2839.98,Yes,3,5,<2 Years
CUST102647,Male,No,Yes,No,26,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,28.73,3658.25,Yes,4,5,<3 Years
CUST102648,Female,No,Yes,No,2,No,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,117.2,999.6,Yes,8,2,<1 Year
CUST102649,Male,No,No,No,52,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,42.51,5424.99,No,3,2,<5 Years
CUST102650,Female,Yes,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card,48.31,2705.81,Yes,4,2,<1 Year
CUST102651,Male,Yes,No,Yes,7,Yes,No,No,Yes,No,No,No,No,Yes,Two year,No,Mailed check,22.26,6010.34,Yes,5,5,<1 Year
CUST102652,Female,No,No,Yes,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card,102.14,3830.31,No,2,4,<3 Years
CUST102653,Male,Yes,No,Yes,25,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,49.8,6394.94,No,7,1,<3 Years
CUST102654,Male,Yes,Yes,No,7,No,Yes,No,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer,79.31,4533.24,No,0,1,<1 Year
CUST102655,Male,Yes,No,No,24,Yes,No,No,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,49.95,2586.06,No,6,0,<3 Years
CUST102656,Male,No,No,Yes,65,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,119.22,1006.69,No,2,5,<6 Years
CUST102657,Male,No,Yes,No,56,No,No,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,58.29,6792.34,Yes,4,2,<5 Years
CUST102658,Male,Yes,No,Yes,43,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,88.33,1425.36,No,10,3,<4 Years
CUST102659,Female,Yes,Yes,No,43,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,59.91,1460.25,Yes,3,1,<4 Years
CUST102660,Female,No,Yes,Yes,3,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,55.62,4619.62,No,10,5,<1 Year
CUST102661,Female,No,Yes,Yes,42,Yes,No,No,Yes,No,No,Yes,No,Yes,One year,No,Credit card,45.47,5117.84,No,3,5,<4 Years
CUST102662,Male,Yes,Yes,Yes,18,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer,110.31,1813.78,No,6,1,<2 Years
CUST102663,Female,No,No,Yes,22,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card,30.57,2745.86,Yes,5,4,<2 Years
CUST102664,Male,Yes,No,No,37,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,28.14,3505.39,No,3,3,<4 Years
CUST102665,Female,Yes,Yes,Yes,13,Yes,No,No,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,83.22,3362.57,No,3,4,<2 Years
CUST102666,Male,No,No,No,13,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.65,204.62,Yes,3,5,<2 Years
CUST102667,Male,No,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card,81.51,2939.6,Yes,9,0,<4 Years
CUST102668,Female,No,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,112.08,6777.66,Yes,0,0,<2 Years
CUST102669,Female,Yes,Yes,No,4,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,63.01,7837.92,No,10,3,<1 Year
CUST102670,Female,No,No,Yes,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,48.03,801.51,Yes,2,1,<5 Years
CUST102671,Male,Yes,No,No,53,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,96.48,7071.98,Yes,9,2,<5 Years
CUST102672,Female,Yes,No,No,62,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer,81.92,7886.45,Yes,6,5,<6 Years
CUST102673,Male,No,No,No,5,No,No,No,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,111.14,469.28,Yes,5,4,<1 Year
CUST102674,Female,Yes,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer,116.54,2208.7,Yes,10,4,<2 Years
CUST102675,Female,Yes,No,No,41,No,Yes,No,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer,80.0,4513.49,Yes,1,5,<4 Years
CUST102676,Female,No,No,No,10,Yes,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,44.94,4083.47,Yes,4,1,<1 Year
CUST102677,Male,No,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card,115.04,4101.06,Yes,6,5,<3 Years
CUST102678,Female,No,No,Yes,41,Yes,No,No,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,69.81,3256.41,Yes,2,4,<4 Years
CUST102679,Male,No,No,No,19,No,No,No,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card,31.33,3558.6,Yes,1,0,<2 Years
CUST102680,Female,Yes,Yes,No,3,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,21.78,5508.87,No,3,1,<1 Year
CUST102681,Male,No,No,No,13,No,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,98.09,3412.78,No,9,2,<2 Years
CUST102682,Female,Yes,No,Yes,52,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,41.83,4078.24,No,3,0,<5 Years
CUST102683,Male,Yes,No,Yes,55,No,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,18.85,5781.34,Yes,6,4,<5 Years
CUST102684,Male,No,Yes,Yes,32,No,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,18.59,3984.17,Yes,2,1,<3 Years
CUST102685,Male,Yes,No,No,27,No,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,108.48,4080.84,Yes,1,1,<3 Years
CUST102686,Male,Yes,Yes,Yes,67,Yes,No,No,Yes,No,No,Yes,No,No,One year,No,Mailed check,41.64,3231.29,Yes,6,5,<6 Years
CUST102687,Male,No,No,No,19,No,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,114.16,108.45,No,9,1,<2 Years
CUST102688,Male,No,Yes,No,17,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,21.05,1083.55,Yes,5,1,<2 Years
CUST102689,Male,No,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card,45.48,5993.03,Yes,8,1,<2 Years
CUST102690,Male,No,Yes,Yes,18,No,Yes,No,Yes,No,Yes,No,No,No,Two year,No,Bank transfer,62.84,5452.44,No,5,5,<2 Years
CUST102691,Female,Yes,Yes,No,36,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer,32.23,4753.72,Yes,5,2,<4 Years
CUST102692,Female,Yes,Yes,No,5,No,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card,65.91,3657.14,Yes,10,4,<1 Year
CUST102693,Female,Yes,Yes,No,5,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,38.0,7554.16,No,6,0,<1 Year
CUST102694,Male,No,Yes,No,41,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,93.6,5076.19,No,3,5,<4 Years
CUST102695,Male,Yes,No,Yes,30,No,Yes,No,No,No,No,Yes,Yes,No,One year,No,Credit card,65.25,3914.52,Yes,9,3,<3 Years
CUST102696,Male,No,Yes,Yes,17,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card,115.35,7772.96,No,0,5,<2 Years
CUST102697,Female,No,Yes,No,24,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,38.48,1246.66,No,3,3,<3 Years
CUST102698,Male,Yes,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card,82.68,7543.41,Yes,10,5,<2 Years
CUST102699,Female,Yes,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,61.23,3101.16,No,3,0,<1 Year
CUST102700,Male,Yes,Yes,No,48,Yes,Yes,No,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,50.27,3894.69,No,4,0,<5 Years
CUST102701,Female,Yes,Yes,No,49,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,91.94,5432.18,Yes,8,3,<5 Years
CUST102702,Female,Yes,Yes,No,18,No,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer,67.04,1553.34,Yes,2,2,<2 Years
CUST102703,Female,No,No,Yes,4,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,84.56,1692.35,No,6,3,<1 Year
CUST102704,Male,Yes,Yes,Yes,13,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card,49.85,6516.31,No,4,2,<2 Years
CUST102705,Female,No,Yes,No,6,No,Yes,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,79.06,911.86,Yes,5,2,<1 Year
CUST102706,Male,Yes,No,Yes,10,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer,70.7,344.98,No,2,1,<1 Year
CUST102707,Male,Yes,No,Yes,15,No,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,111.3,2975.75,Yes,4,4,<2 Years
CUST102708,Male,Yes,Yes,Yes,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,52.51,5219.98,No,0,4,<3 Years
CUST102709,Male,No,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer,92.93,417.75,No,0,1,<3 Years
CUST102710,Male,Yes,Yes,Yes,69,No,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,81.43,2808.08,Yes,5,0,<6 Years
CUST102711,Female,No,Yes,No,40,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,30.73,753.53,Yes,7,3,<4 Years
CUST102712,Male,No,Yes,Yes,27,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,63.11,3293.21,Yes,3,0,<3 Years
CUST102713,Female,Yes,Yes,Yes,29,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Credit card,43.19,3605.8,No,5,0,<3 Years
CUST102714,Female,Yes,Yes,Yes,13,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card,102.91,5626.3,No,7,0,<2 Years
CUST102715,Female,Yes,Yes,No,25,No,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card,59.36,5286.06,Yes,3,2,<3 Years
CUST102716,Female,Yes,Yes,Yes,30,No,Yes,No,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,61.71,7242.12,Yes,10,5,<3 Years
CUST102717,Male,No,Yes,Yes,23,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card,55.64,713.71,Yes,7,5,<2 Years
CUST102718,Female,Yes,No,Yes,47,Yes,Yes,No,Yes,Yes,No,No,No,No,Two year,No,Mailed check,38.9,7544.52,Yes,9,4,<4 Years
CUST102719,Male,Yes,Yes,Yes,24,Yes,No,No,Yes,No,Yes,Yes,No,No,Two year,No,Credit card,64.76,1107.61,Yes,5,3,<3 Years
CUST102720,Female,No,Yes,No,67,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,34.32,5140.26,No,2,2,<6 Years
CUST102721,Male,No,Yes,Yes,49,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,50.5,3583.72,Yes,7,3,<5 Years
CUST102722,Female,No,Yes,Yes,15,No,Yes,No,No,No,Yes,No,No,No,Two year,No,Credit card,101.13,7170.28,No,0,4,<2 Years
CUST102723,Female,Yes,No,Yes,28,No,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,44.97,6773.94,Yes,7,1,<3 Years
CUST102724,Male,Yes,No,No,21,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer,29.97,6389.22,Yes,9,4,<2 Years
CUST102725,Female,Yes,Yes,No,32,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,99.62,2010.54,No,5,5,<3 Years
CUST102726,Female,No,No,No,33,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,39.43,5037.51,No,1,2,<3 Years
